Institution Name,City,State,ZIP Code,Cluster,In-State Tuition,Out-of-State Tuition,Total Cost ($),% Receiving Pell Grants,% Receiving Federal Loans,Graduation Rate (4-Year),3-Year Default Rate,Latitude,Longitude
Vanguard University of Southern California,Costa Mesa,CA,92626,"High-Risk, High-Aid Institutions",39950.0,39950.0,50178.0,0.4288,0.8406,0.5586,0.0,33.67896,-117.90844
Southwestern College,Chula Vista,CA,91910,"High-Risk, High-Aid Institutions",1344.0,9492.0,19717.0,0.3504,0.0469,,0.0,32.63653,-117.06301
Southern California Institute of Architecture,Los Angeles,CA,90013,"Elite, Low-Aid Institutions",53564.0,53564.0,67014.0,0.212,0.228,0.7,0.0,34.04435,-118.24
University of Southern California,Los Angeles,CA,90089,"Elite, Low-Aid Institutions",68237.0,68237.0,84678.0,0.2166,0.2485,0.9199,0.0,34.02158,-118.2856
Thomas Aquinas College,Santa Paula,CA,93060,"Elite, Low-Aid Institutions",28700.0,28700.0,40000.0,0.1977,0.657,0.8202,0.0,34.36543,-119.09563
West Los Angeles College,Culver City,CA,90230,"Middle-Tier, Mixed-Aid Institutions",1238.0,10130.0,15839.0,0.1998,0.0177,0.2138,0.0,33.99691,-118.39487
Westmont College,Santa Barbara,CA,93108,"Elite, Low-Aid Institutions",51790.0,51790.0,68826.0,0.1858,0.5,0.7009,0.0,34.44934,-119.60397
Whittier College,Whittier,CA,90601,"Elite, Low-Aid Institutions",49864.0,49864.0,63925.0,0.3185,0.5847,0.6339,0.0,34.0078,-118.03287
Woodbury University,Burbank,CA,91504,"High-Risk, High-Aid Institutions",44886.0,44886.0,58180.0,0.4896,0.6141,0.5478,0.0,34.21349,-118.31478
Adams State University,Alamosa,CO,81101,"Middle-Tier, Mixed-Aid Institutions",9776.0,21848.0,23800.0,0.3499,0.3341,0.3165,0.0,37.47197,-105.85243
Aims Community College,Greeley,CO,80634,"Middle-Tier, Mixed-Aid Institutions",2090.0,11306.0,14478.0,0.1712,0.0442,0.3507,0.0,40.40075,-104.79222
Arapahoe Community College,Littleton,CO,80160,"Middle-Tier, Mixed-Aid Institutions",4308.0,16542.0,16348.0,0.1049,0.0943,0.2679,0.0,,
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,80217,"Middle-Tier, Mixed-Aid Institutions",10017.0,28209.0,23369.0,0.2579,0.2515,0.474,0.0,,
University of Colorado Colorado Springs,Colorado Springs,CO,80918,"Middle-Tier, Mixed-Aid Institutions",9712.0,20492.0,23713.0,0.2625,0.3514,0.4534,0.0,38.91156,-104.78032
Spartan College of Aeronautics and Technology,Broomfield,CO,80021,"Middle-Tier, Mixed-Aid Institutions",17406.0,17406.0,33357.0,0.0951,0.1303,,0.0,39.89105,-105.11448
University of Colorado Boulder,Boulder,CO,80309,"Elite, Low-Aid Institutions",16430.0,41943.0,33466.0,0.1477,0.2436,0.7503,0.0,,
Colorado Christian University,Lakewood,CO,80226,"Elite, Low-Aid Institutions",39266.0,39266.0,50206.0,0.329,0.4192,0.5532,0.0,39.71081,-105.09155
Colorado College,Colorado Springs,CO,80903,"Elite, Low-Aid Institutions",67932.0,67932.0,83228.0,0.1381,0.2427,0.86,0.0,38.83249,-104.81342
Colorado Mountain College,Glenwood Springs,CO,81601,"Middle-Tier, Mixed-Aid Institutions",2700.0,12540.0,13717.0,0.1343,0.0907,0.259,0.0,39.59357,-107.32815
Colorado School of Mines,Golden,CO,80401,"Elite, Low-Aid Institutions",21186.0,44376.0,38556.0,0.1333,0.3363,0.7944,0.0,39.71672,-105.23286
Colorado State University-Fort Collins,Fort Collins,CO,80523,"Middle-Tier, Mixed-Aid Institutions",12896.0,33751.0,29696.0,0.1889,0.3089,0.6691,0.0,,
Colorado Technical University-Colorado Springs,Colorado Springs,CO,80907,"High-Risk, High-Aid Institutions",12760.0,12760.0,21694.0,0.6832,0.707,0.1761,0.0,38.87912,-104.82137
Community College of Denver,Denver,CO,80204,"Middle-Tier, Mixed-Aid Institutions",4902.0,17136.0,18377.0,0.3098,0.1718,0.1579,0.0,39.73476,-105.0207
University of Denver,Denver,CO,80208,"Elite, Low-Aid Institutions",59340.0,59340.0,75020.0,0.1471,0.3011,0.7795,0.0,,
Fort Lewis College,Durango,CO,81301,"Middle-Tier, Mixed-Aid Institutions",9670.0,20798.0,25558.0,0.361,0.2914,0.4315,0.0,37.51095,-107.82066
Front Range Community College,Westminster,CO,80031,"Middle-Tier, Mixed-Aid Institutions",4740.0,16974.0,18087.0,0.1649,0.1175,0.301,0.0,39.87522,-105.04039
Colorado Mesa University,Grand Junction,CO,81501,"Middle-Tier, Mixed-Aid Institutions",9712.0,24312.0,22883.0,0.274,0.3322,0.4152,0.0,39.07174,-108.54569
Metropolitan State University of Denver,Denver,CO,80217,"Middle-Tier, Mixed-Aid Institutions",10780.0,29503.0,22825.0,0.3508,0.2964,0.2989,0.0,,
Morgan Community College,Fort  Morgan,CO,80701,"Middle-Tier, Mixed-Aid Institutions",4127.0,16360.0,15797.0,0.212,0.0752,0.4607,0.0,40.13494,-103.81102
Naropa University,Boulder,CO,80302,"High-Risk, High-Aid Institutions",34600.0,34600.0,52900.0,0.5656,0.551,0.4595,0.0,40.0306,-105.35542
University of Northern Colorado,Greeley,CO,80639,"Middle-Tier, Mixed-Aid Institutions",12010.0,26204.0,26989.0,0.2619,0.3968,0.5134,0.0,,
Pikes Peak State College,Colorado Springs,CO,80906,"Middle-Tier, Mixed-Aid Institutions",4302.0,16534.0,18345.0,0.3078,0.1455,0.23,0.0,38.76744,-104.87023
Pueblo Community College,Pueblo,CO,81004,"Middle-Tier, Mixed-Aid Institutions",4883.0,17116.0,19251.0,0.2833,0.1733,0.3746,0.0,38.05121,-104.71595
Red Rocks Community College,Lakewood,CO,80228,"Middle-Tier, Mixed-Aid Institutions",4707.0,16947.0,18048.0,0.1931,0.1161,0.3737,0.0,39.69186,-105.15726
Regis University,Denver,CO,80221,"Elite, Low-Aid Institutions",43980.0,43980.0,54889.0,0.2615,0.4562,0.6111,0.0,39.81555,-105.0103
Rocky Mountain College of Art and Design,Lakewood,CO,80214,"High-Risk, High-Aid Institutions",23720.0,23720.0,33950.0,0.4599,0.6029,0.3651,0.0,39.74205,-105.07123
Colorado State University Pueblo,Pueblo,CO,81001,"Middle-Tier, Mixed-Aid Institutions",9401.0,17242.0,23891.0,0.2785,0.25,0.3798,0.0,38.29525,-104.5378
Trinidad State College,Trinidad,CO,81082,"Middle-Tier, Mixed-Aid Institutions",4468.0,7100.0,21373.0,0.4106,0.1296,0.5572,0.0,37.20343,-104.41717
Western Colorado University,Gunnison,CO,81231,"Middle-Tier, Mixed-Aid Institutions",11083.0,23683.0,25426.0,0.1347,0.2258,0.5067,0.0,,
Albertus Magnus College,New Haven,CT,06511,"High-Risk, High-Aid Institutions",39924.0,39924.0,56268.0,0.4711,0.7558,0.4609,0.0,41.31663,-72.92587
University of Bridgeport,Bridgeport,CT,06604,"High-Risk, High-Aid Institutions",35760.0,35760.0,52786.0,0.5168,0.7245,0.4809,0.0,41.17684,-73.20027
Central Connecticut State University,New Britain,CT,06050,"Middle-Tier, Mixed-Aid Institutions",12460.0,25736.0,24112.0,0.3486,0.5024,0.4933,0.0,,
Connecticut College,New London,CT,06320,"Elite, Low-Aid Institutions",64812.0,64812.0,82219.0,0.1432,0.3604,0.8375,0.0,41.35026,-72.10225
University of Connecticut,Storrs,CT,06269,"Elite, Low-Aid Institutions",20366.0,43034.0,36572.0,0.2416,0.4053,0.838,0.0,41.80998,-72.25283
Goodwin University,East Hartford,CT,06118,"High-Risk, High-Aid Institutions",21198.0,21198.0,39745.0,0.4843,0.7611,0.5833,0.0,41.74871,-72.60976
Eastern Connecticut State University,Willimantic,CT,06226,"Middle-Tier, Mixed-Aid Institutions",13292.0,16624.0,30805.0,0.2817,0.5048,0.5814,0.0,41.70816,-72.20731
Fairfield University,Fairfield,CT,06824,"Elite, Low-Aid Institutions",56360.0,56360.0,73371.0,0.0683,0.4759,0.8379,0.0,41.17571,-73.28111
University of Hartford,West Hartford,CT,06117,"Elite, Low-Aid Institutions",47647.0,47647.0,62273.0,0.2976,0.6442,0.5828,0.0,41.7875,-72.76203
Holy Apostles College and Seminary,Cromwell,CT,06416,"Elite, Low-Aid Institutions",9580.0,9580.0,20740.0,0.1624,0.1808,1.0,0.0,41.61218,-72.66382
Mitchell College,New London,CT,06320,"High-Risk, High-Aid Institutions",39050.0,39050.0,54089.0,0.3933,0.6104,0.4414,0.0,41.35026,-72.10225
University of New Haven,West Haven,CT,06516,"Elite, Low-Aid Institutions",45730.0,45730.0,63970.0,0.274,0.8094,0.5925,0.0,41.27393,-72.96718
Post University,Waterbury,CT,06723,"High-Risk, High-Aid Institutions",17100.0,17100.0,27202.0,0.7298,0.7646,0.3534,0.0,,
Quinnipiac University,Hamden,CT,06518,"Elite, Low-Aid Institutions",53090.0,53090.0,69666.0,0.1551,0.5878,0.7728,0.0,41.42744,-72.91339
Sacred Heart University,Fairfield,CT,06825,"Elite, Low-Aid Institutions",48460.0,48460.0,66669.0,0.1517,0.568,0.745,0.0,41.19685,-73.24221
University of Saint Joseph,West Hartford,CT,06117,"Elite, Low-Aid Institutions",45908.0,45908.0,56786.0,0.361,0.7593,0.697,0.0,41.7875,-72.76203
Southern Connecticut State University,New Haven,CT,06515,"High-Risk, High-Aid Institutions",12828.0,26104.0,28592.0,0.3727,0.5439,0.4782,0.0,41.32794,-72.96954
Trinity College,Hartford,CT,06106,"Elite, Low-Aid Institutions",67420.0,67420.0,83090.0,0.1518,0.3982,0.8276,0.0,41.74818,-72.69683
Wesleyan University,Middletown,CT,06459,"Elite, Low-Aid Institutions",67316.0,67316.0,85172.0,0.1499,0.1818,0.9157,0.0,41.5516,-72.66017
Western Connecticut State University,Danbury,CT,06810,"Middle-Tier, Mixed-Aid Institutions",12763.0,16095.0,24534.0,0.3464,0.498,0.5025,0.0,41.37627,-73.45904
Yale University,New Haven,CT,06520,"Elite, Low-Aid Institutions",64700.0,64700.0,85120.0,0.1916,0.0582,0.9633,0.0,,
Delaware Technical Community College-Terry,Dover,DE,19901,"Middle-Tier, Mixed-Aid Institutions",4965.0,11828.0,13177.0,0.3849,0.1539,0.1945,0.0,39.17335,-75.47758
Delaware State University,Dover,DE,19901,"High-Risk, High-Aid Institutions",10314.0,20250.0,27536.0,0.4335,0.485,0.3866,0.0,39.17335,-75.47758
University of Delaware,Newark,DE,19716,"Elite, Low-Aid Institutions",16080.0,39720.0,29347.0,0.1565,0.4812,0.7878,0.0,39.66779,-75.74595
Goldey-Beacom College,Wilmington,DE,19808,"Middle-Tier, Mixed-Aid Institutions",13440.0,13440.0,24633.0,0.3887,0.3855,0.5886,0.0,39.73777,-75.66596
Wilmington University,New Castle,DE,19720,"Middle-Tier, Mixed-Aid Institutions",12330.0,12330.0,19326.0,0.2631,0.4697,0.2257,0.0,39.645,-75.60678
American University,Washington,DC,20016,"Elite, Low-Aid Institutions",56543.0,56543.0,71549.0,0.1273,0.35,0.7849,0.0,38.93822,-77.09139
The Catholic University of America,Washington,DC,20064,"Elite, Low-Aid Institutions",55834.0,55834.0,73198.0,0.1674,0.4846,0.8133,0.0,38.93637,-76.99924
University of the District of Columbia,Washington,DC,20008,"Middle-Tier, Mixed-Aid Institutions",6152.0,13004.0,20911.0,0.4282,0.2623,0.2626,0.0,38.93539,-77.05935
Gallaudet University,Washington,DC,20002,"High-Risk, High-Aid Institutions",18382.0,18382.0,39416.0,0.5427,0.407,0.4656,0.0,38.90511,-76.98431
George Washington University,Washington,DC,20052,"Elite, Low-Aid Institutions",64990.0,64990.0,80727.0,0.1483,0.3238,0.8518,0.0,38.89884,-77.04779
Georgetown University,Washington,DC,20057,"Elite, Low-Aid Institutions",65081.0,65081.0,84696.0,0.1032,0.1939,0.943,0.0,38.90892,-77.07511
Howard University,Washington,DC,20059,"Elite, Low-Aid Institutions",33344.0,33344.0,51450.0,0.4053,0.5712,0.689,0.0,38.92247,-77.02003
Trinity Washington University,Washington,DC,20017,"High-Risk, High-Aid Institutions",26110.0,26110.0,35061.0,0.5131,0.3959,0.444,0.0,38.93813,-76.99294
Baptist University of Florida,Graceville,FL,32440,"Middle-Tier, Mixed-Aid Institutions",13800.0,13800.0,20596.0,0.3403,0.1662,0.6923,0.0,30.92025,-85.52588
Barry University,Miami,FL,33161,"High-Risk, High-Aid Institutions",33450.0,33450.0,48300.0,0.4571,0.5157,0.3659,0.0,25.89357,-80.18285
Bethune-Cookman University,Daytona Beach,FL,32114,"High-Risk, High-Aid Institutions",14794.0,14794.0,29782.0,0.7694,0.7919,0.2783,0.0,29.19312,-81.04915
Lynn University,Boca Raton,FL,33431,"Elite, Low-Aid Institutions",42950.0,42950.0,60817.0,0.2272,0.3556,0.5269,0.0,26.37996,-80.1028
Eastern Florida State College,Melbourne,FL,32935,"Middle-Tier, Mixed-Aid Institutions",2496.0,9739.0,11174.0,0.2788,0.1588,0.5122,0.0,28.1444,-80.64832
Broward College,Fort Lauderdale,FL,33301,"Middle-Tier, Mixed-Aid Institutions",2830.0,8952.0,24948.0,0.4002,0.1016,0.3611,0.0,26.12128,-80.12745
Albizu University-Miami,Miami,FL,33172,"High-Risk, High-Aid Institutions",13128.0,13128.0,48144.0,0.5161,0.6406,0.6,0.0,25.78655,-80.3623
College of Central Florida,Ocala,FL,34474,"Middle-Tier, Mixed-Aid Institutions",2710.0,10517.0,17950.0,0.4047,0.1849,0.4396,0.0,29.15515,-82.21106
Johnson University Florida,Kissimmee,FL,34744,"High-Risk, High-Aid Institutions",19658.0,19658.0,29179.0,0.4645,0.5613,0.2364,0.0,28.2954,-81.34675
University of Central Florida,Orlando,FL,32816,"Middle-Tier, Mixed-Aid Institutions",6368.0,22467.0,22819.0,0.3342,0.2421,0.7515,0.0,28.60075,-81.19511
Chipola College,Marianna,FL,32446,"Middle-Tier, Mixed-Aid Institutions",3120.0,8950.0,8804.0,0.2689,0.0,0.6126,0.0,30.84493,-85.23017
Daytona State College,Daytona Beach,FL,32114,"Middle-Tier, Mixed-Aid Institutions",3106.0,11994.0,11662.0,0.3393,0.1732,0.4123,0.0,29.19312,-81.04915
South University-West Palm Beach,Royal Palm Beach,FL,33411,"High-Risk, High-Aid Institutions",18238.0,18238.0,28722.0,0.5677,0.6535,0.2143,0.0,26.71517,-80.20305
Eckerd College,Saint Petersburg,FL,33711,"Elite, Low-Aid Institutions",50374.0,50374.0,66936.0,0.1621,0.3638,0.6756,0.0,27.73884,-82.68845
Florida SouthWestern State College,Fort Myers,FL,33919,"Middle-Tier, Mixed-Aid Institutions",3401.0,12979.0,14644.0,0.3357,0.1079,0.3854,0.0,26.55607,-81.90388
Edward Waters University,Jacksonville,FL,32209,"High-Risk, High-Aid Institutions",14878.0,14878.0,26973.0,0.7557,0.7242,0.2795,0.0,30.36141,-81.69573
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114,"Elite, Low-Aid Institutions",42304.0,42304.0,59972.0,0.1507,0.3072,0.6736,0.0,29.19312,-81.04915
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,"High-Risk, High-Aid Institutions",5785.0,17725.0,24047.0,0.5557,0.5094,0.5194,0.0,30.42173,-84.28686
Florida Atlantic University,Boca Raton,FL,33431,"Middle-Tier, Mixed-Aid Institutions",4879.0,17324.0,21054.0,0.3515,0.2792,0.6433,0.0,26.37996,-80.1028
Florida State College at Jacksonville,Jacksonville,FL,32202,"Middle-Tier, Mixed-Aid Institutions",2878.0,9992.0,8994.0,0.3336,0.1799,0.3243,0.0,30.32505,-81.64786
Flagler College,Saint Augustine,FL,32084,"Elite, Low-Aid Institutions",26610.0,26610.0,41734.0,0.2831,0.5362,0.5589,0.0,29.91412,-81.36417
Florida College,Temple Terrace,FL,33617,"Middle-Tier, Mixed-Aid Institutions",18920.0,18920.0,32188.0,0.209,0.4486,0.5064,0.0,28.03893,-82.39327
AdventHealth University,Orlando,FL,32803,"High-Risk, High-Aid Institutions",20880.0,20880.0,38194.0,0.3739,0.4964,0.3562,0.0,28.55592,-81.34895
Florida Institute of Technology,Melbourne,FL,32901,"Elite, Low-Aid Institutions",44360.0,44360.0,60387.0,0.201,0.398,0.6545,0.0,28.07887,-80.62268
Florida International University,Miami,FL,33199,"Middle-Tier, Mixed-Aid Institutions",6565.0,18963.0,20556.0,0.4042,0.1778,0.7387,0.0,,
The College of the Florida Keys,Key West,FL,33040,"Middle-Tier, Mixed-Aid Institutions",3279.0,13162.0,19965.0,0.2999,0.2157,0.408,0.0,24.5855,-81.74904
Florida Memorial University,Miami Gardens,FL,33054,"High-Risk, High-Aid Institutions",19110.0,19110.0,31940.0,0.6621,0.5528,0.3023,0.0,25.90775,-80.25753
Florida Southern College,Lakeland,FL,33801,"Elite, Low-Aid Institutions",42360.0,42360.0,57174.0,0.2602,0.5413,0.6933,0.0,28.0401,-81.8947
Florida State University,Tallahassee,FL,32306,"Middle-Tier, Mixed-Aid Institutions",5656.0,18786.0,23683.0,0.2375,0.2191,0.8299,0.0,30.44227,-84.29455
University of Florida,Gainesville,FL,32611,"Middle-Tier, Mixed-Aid Institutions",6381.0,28659.0,21719.0,0.2198,0.1192,0.9151,0.0,,
Full Sail University,Winter Park,FL,32792,"High-Risk, High-Aid Institutions",26417.0,26417.0,39814.0,0.5669,0.6177,0.4959,0.0,28.61066,-81.29923
Gulf Coast State College,Panama City,FL,32401,"Middle-Tier, Mixed-Aid Institutions",2370.0,8635.0,12208.0,0.2763,0.0637,0.448,0.0,30.14477,-85.67448
Hillsborough Community College,Tampa,FL,33606,"Middle-Tier, Mixed-Aid Institutions",2506.0,9111.0,10168.0,0.416,0.4228,0.332,0.0,27.93209,-82.46493
Hobe Sound Bible College,Hobe Sound,FL,33455,"Middle-Tier, Mixed-Aid Institutions",9068.0,9068.0,17545.0,0.2667,0.097,0.6071,0.019,27.05748,-80.1703
Indian River State College,Fort Pierce,FL,34981,"Middle-Tier, Mixed-Aid Institutions",2764.0,10201.0,11764.0,0.3302,0.0339,0.4248,0.0,27.39329,-80.37163
Jacksonville University,Jacksonville,FL,32211,"Elite, Low-Aid Institutions",46180.0,46180.0,61414.0,0.2993,0.478,0.5697,0.0,30.33276,-81.58428
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,33309,"High-Risk, High-Aid Institutions",24136.0,24136.0,45701.0,0.5756,0.718,0.4421,0.0,26.18793,-80.17385
Florida Gateway College,Lake City,FL,32025,"Middle-Tier, Mixed-Aid Institutions",3100.0,11747.0,11879.0,0.3755,0.1574,0.5657,0.0,30.11266,-82.57072
Lake-Sumter State College,Leesburg,FL,34788,"Middle-Tier, Mixed-Aid Institutions",3292.0,13276.0,12292.0,0.3002,0.4428,0.4466,0.0,28.88542,-81.79678
Luther Rice College & Seminary,Lithonia,GA,30038,"High-Risk, High-Aid Institutions",10538.0,10538.0,11544.0,0.4953,0.5047,0.0,0.0,33.67078,-84.14209
State College of Florida-Manatee-Sarasota,Bradenton,FL,34207,"Middle-Tier, Mixed-Aid Institutions",3074.0,11595.0,28277.0,0.3606,0.0925,0.3487,0.0,27.43762,-82.57993
Miami Dade College,Miami,FL,33132,"Middle-Tier, Mixed-Aid Institutions",2838.0,9661.0,12535.0,0.4504,0.0315,0.4469,0.0,25.77719,-80.17395
University of Miami,Coral Gables,FL,33146,"Elite, Low-Aid Institutions",59926.0,59926.0,77708.0,0.154,0.2662,0.8423,0.0,25.72059,-80.27274
University of North Florida,Jacksonville,FL,32224,"Middle-Tier, Mixed-Aid Institutions",6389.0,20793.0,20229.0,0.3075,0.2437,0.6818,0.0,30.26815,-81.4642
Nova Southeastern University,Fort Lauderdale,FL,33328,"Elite, Low-Aid Institutions",37080.0,37080.0,55647.0,0.3685,0.4387,0.6434,0.0,26.06673,-80.27301
Northwest Florida State College,Niceville,FL,32578,"Middle-Tier, Mixed-Aid Institutions",3246.0,11625.0,12217.0,0.2187,0.198,0.4288,0.0,30.50871,-86.4535
Palm Beach Atlantic University,West Palm Beach,FL,33401,"Elite, Low-Aid Institutions",37990.0,37990.0,55576.0,0.251,0.3804,0.5895,0.0,26.71805,-80.0685
Palm Beach State College,Lake Worth,FL,33461,"Middle-Tier, Mixed-Aid Institutions",3050.0,10910.0,16741.0,0.3811,0.0991,0.4122,0.0,26.61936,-80.09048
Pasco-Hernando State College,New Port Richey,FL,34654,"Middle-Tier, Mixed-Aid Institutions",3155.0,12032.0,11152.0,0.2963,0.0672,0.4293,0.0,28.29757,-82.62904
Pensacola State College,Pensacola,FL,32504,"Middle-Tier, Mixed-Aid Institutions",2348.0,9407.0,9718.0,0.3496,0.0801,0.4198,0.0,30.48495,-87.19093
Polk State College,Winter Haven,FL,33881,"Middle-Tier, Mixed-Aid Institutions",3366.0,12272.0,12709.0,0.3256,0.0693,0.3396,0.0,28.05439,-81.70081
Ringling College of Art and Design,Sarasota,FL,34234,"Elite, Low-Aid Institutions",55480.0,55480.0,75726.0,0.2111,0.3836,0.708,0.0,27.36934,-82.5574
Rollins College,Winter Park,FL,32789,"Elite, Low-Aid Institutions",58300.0,58300.0,72790.0,0.221,0.3754,0.7689,0.0,28.59977,-81.35235
Saint Leo University,Saint Leo,FL,33574,"Middle-Tier, Mixed-Aid Institutions",28360.0,28360.0,41727.0,0.3682,0.3657,0.4878,0.0,28.33811,-82.257
St Petersburg College,St. Petersburg,FL,33701,"Middle-Tier, Mixed-Aid Institutions",2682.0,9286.0,10634.0,0.3309,0.1736,0.3747,0.0,27.7705,-82.63566
Santa Fe College,Gainesville,FL,32606,"Middle-Tier, Mixed-Aid Institutions",2563.0,9189.0,14353.0,0.275,0.1149,0.5209,0.0,29.68169,-82.44391
Seminole State College of Florida,Sanford,FL,32773,"Middle-Tier, Mixed-Aid Institutions",3227.0,11447.0,9152.0,0.2695,0.1297,0.4195,0.0,28.75264,-81.24659
Saint Johns River State College,Palatka,FL,32177,"Middle-Tier, Mixed-Aid Institutions",2830.0,10352.0,12215.0,0.1916,0.0584,0.4573,0.002,29.69011,-81.70565
South Florida State College,Avon Park,FL,33825,"Middle-Tier, Mixed-Aid Institutions",3165.0,11859.0,9865.0,0.4374,0.0902,0.5113,0.0,27.62704,-81.44343
University of South Florida,Tampa,FL,33620,"Middle-Tier, Mixed-Aid Institutions",6410.0,17324.0,22301.0,0.2988,0.2471,0.7458,0.0,28.06112,-82.41172
St. Thomas University,Miami Gardens,FL,33054,"Middle-Tier, Mixed-Aid Institutions",34770.0,34770.0,49762.0,0.2498,0.2806,0.4342,0.0,25.90775,-80.25753
Stetson University,DeLand,FL,32723,"Elite, Low-Aid Institutions",55220.0,55220.0,69807.0,0.3542,0.483,0.628,0.0,29.03454,-81.30452
Southeastern University,Lakeland,FL,33801,"Middle-Tier, Mixed-Aid Institutions",31732.0,31732.0,43803.0,0.2214,0.3623,0.433,0.0,28.0401,-81.8947
Tallahassee Community College,Tallahassee,FL,32304,"Middle-Tier, Mixed-Aid Institutions",2026.0,8062.0,13188.0,0.3699,0.4787,0.3692,0.0,30.45346,-84.35314
Talmudic College of Florida,Miami Beach,FL,33140,"Middle-Tier, Mixed-Aid Institutions",16750.0,16750.0,33000.0,0.3939,0.0,0.5882,0.0,25.81606,-80.13895
The University of Tampa,Tampa,FL,33606,"Elite, Low-Aid Institutions",33424.0,33424.0,49841.0,0.1561,0.6791,0.6192,0.0,27.93209,-82.46493
Trinity Baptist College,Jacksonville,FL,32221,"High-Risk, High-Aid Institutions",14300.0,14300.0,25662.0,0.4647,0.5971,0.4423,0.0,30.26043,-81.86764
Trinity College of Florida,Trinity,FL,34655,"High-Risk, High-Aid Institutions",16300.0,16300.0,25585.0,0.5637,0.7794,0.0,0.0,28.21201,-82.65516
Valencia College,Orlando,FL,32811,"Middle-Tier, Mixed-Aid Institutions",2474.0,9383.0,16577.0,0.3892,0.1324,0.4352,0.0,28.51624,-81.44516
Warner University,Lake Wales,FL,33859,"High-Risk, High-Aid Institutions",28160.0,28160.0,41556.0,0.5348,0.6715,0.3492,0.0,27.88428,-81.63106
Webber International University,Babson Park,FL,33827,"High-Risk, High-Aid Institutions",32150.0,32150.0,48464.0,0.5435,0.7051,0.2601,0.0,27.81445,-81.51484
